@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute outputs-1 {0,1,2,3,4}

@data
1386,'2026/06/05 16:11:24:491',3,0.893359,0.085719,0.00806,0.103318,0.409741,0.009875,0.000002,0,2
1387,'2026/06/05 16:11:24:522',3,0.868836,0.112545,0.004989,0.165546,0.416613,0.008878,0.000002,0,2
1388,'2026/06/05 16:11:24:556',3,0.858596,0.09847,0.008039,0.10963,0.359837,0.010931,0.000002,0.036332,2
1389,'2026/06/05 16:11:24:592',3,0.8404,0.067684,0.010862,0.120683,0.354191,0.010585,0.000002,0.06373,2
1390,'2026/06/05 16:11:24:624',3,0.862472,0.095925,0.008774,0.156188,0.365964,0.010632,0.000002,0.00003,2
1391,'2026/06/05 16:11:24:658',3,0.831393,0.079143,0.00809,0.109734,0.360832,0.009755,0.000001,0.067369,2
1392,'2026/06/05 16:11:24:691',3,0.831045,0.066865,0.008921,0.125235,0.323142,0.01002,0.000001,0.089849,2
1393,'2026/06/05 16:11:24:723',3,0.837727,0.0469,0.009956,0.112907,0.337188,0.011662,0.000002,0.095773,2
1394,'2026/06/05 16:11:24:756',3,0.842773,0.044417,0.008976,0.108731,0.355167,0.009477,0.000001,0.086972,2
1395,'2026/06/05 16:11:24:786',3,0.843556,0.040742,0.010603,0.072286,0.303802,0.011917,0.000002,0.144729,2
1396,'2026/06/05 16:11:24:821',3,0.836646,0.031109,0.014782,0.061283,0.279728,0.016556,0.000002,0.173264,2
1397,'2026/06/05 16:11:24:856',3,0.836995,0.041284,0.008274,0.120982,0.294023,0.014284,0.000002,0.122772,2
1398,'2026/06/05 16:11:24:890',3,0.854757,0.037899,0.01604,0.078123,0.242213,0.017705,0.000002,0.168842,2
1399,'2026/06/05 16:11:24:924',3,0.815121,0.034773,0.010238,0.106639,0.244586,0.020198,0.000002,0.178964,2
1400,'2026/06/05 16:11:24:955',3,0.867506,0.030864,0.0126,0.093941,0.254226,0.01946,0.000002,0.147602,2
1401,'2026/06/05 16:11:24:988',3,0.84168,0.021579,0.00973,0.099048,0.235874,0.019065,0.000002,0.182015,2
1402,'2026/06/05 16:11:25:024',3,0.808507,0.017665,0.011457,0.075609,0.210927,0.020328,0.000001,0.237004,2
1403,'2026/06/05 16:11:25:058',3,0.833587,0.024833,0.011111,0.10103,0.195407,0.026003,0.000002,0.205353,2
1404,'2026/06/05 16:11:25:092',3,0.842456,0.019636,0.014461,0.07726,0.228123,0.024167,0.000002,0.195931,2
1405,'2026/06/05 16:11:25:121',3,0.86642,0.019178,0.01361,0.091342,0.238417,0.017699,0.000002,0.168889,2
1406,'2026/06/05 16:11:25:156',3,0.873476,0.015606,0.019027,0.091393,0.212046,0.019482,0.000002,0.179313,2
1407,'2026/06/05 16:11:25:190',3,0.864214,0.014584,0.019707,0.075817,0.189627,0.023082,0.000002,0.208647,2
1408,'2026/06/05 16:11:25:222',3,0.824551,0.012984,0.014599,0.06977,0.188507,0.023026,0.000002,0.244376,2
1409,'2026/06/05 16:11:25:254',3,0.841634,0.013918,0.017838,0.056574,0.181384,0.026422,0.000002,0.241486,2
1410,'2026/06/05 16:11:25:291',3,0.850382,0.013647,0.02078,0.057874,0.179056,0.026951,0.000002,0.234207,2
1411,'2026/06/05 16:11:25:325',3,0.837276,0.015193,0.023578,0.05159,0.177316,0.025873,0.000002,0.246116,2
1412,'2026/06/05 16:11:25:355',3,0.831823,0.014146,0.016243,0.058592,0.18695,0.025118,0.000002,0.244752,2
1413,'2026/06/05 16:11:25:388',3,0.838446,0.015481,0.020438,0.060908,0.172889,0.037305,0.000002,0.236355,2
1414,'2026/06/05 16:11:25:423',3,0.853496,0.019646,0.014863,0.090175,0.237791,0.019166,0.000002,0.176575,2
1415,'2026/06/05 16:11:25:458',3,0.880949,0.022339,0.01985,0.08702,0.207637,0.020365,0.000002,0.17456,2
1416,'2026/06/05 16:11:25:491',3,0.873395,0.025055,0.013021,0.08793,0.22636,0.022554,0.000002,0.16779,2
1417,'2026/06/05 16:11:25:520',3,0.858064,0.023502,0.016398,0.090041,0.21323,0.018507,0.000002,0.186839,2
1418,'2026/06/05 16:11:25:557',3,0.832722,0.026241,0.012818,0.112645,0.270369,0.014825,0.000002,0.153587,2
1419,'2026/06/05 16:11:25:589',3,0.810135,0.041879,0.011803,0.110878,0.315368,0.010692,0.000002,0.132831,2
1420,'2026/06/05 16:11:25:624',3,0.857051,0.063032,0.014551,0.129273,0.279864,0.014079,0.000002,0.094768,2
1421,'2026/06/05 16:11:25:655',3,0.847355,0.083113,0.009355,0.138021,0.300708,0.014381,0.000002,0.071379,2
1422,'2026/06/05 16:11:25:690',3,0.855837,0.079387,0.010138,0.152055,0.296466,0.015362,0.000002,0.060503,2
1423,'2026/06/05 16:11:25:723',3,0.86256,0.088153,0.009958,0.139217,0.339292,0.014056,0.000002,0.031176,2
1424,'2026/06/05 16:11:25:755',3,0.854586,0.127582,0.008251,0.162936,0.343024,0.013225,0.000002,0,2
1425,'2026/06/05 16:11:25:788',3,0.80856,0.123195,0.005867,0.153952,0.356867,0.011577,0.000001,0.026655,2
1426,'2026/06/05 16:11:25:822',3,0.810839,0.134529,0.008289,0.105708,0.390287,0.009789,0.000001,0.027039,2
1427,'2026/06/05 16:11:25:857',3,0.832478,0.123783,0.009969,0.082001,0.366359,0.011794,0.000001,0.049077,2
1428,'2026/06/05 16:11:25:891',3,0.801531,0.134153,0.005584,0.13426,0.403525,0.009841,0.000001,0.007404,2
1429,'2026/06/05 16:11:25:924',3,0.824551,0.101849,0.004675,0.126994,0.302496,0.014546,0.000001,0.08326,2
1430,'2026/06/05 16:11:25:954',3,0.810973,0.131829,0.004471,0.120663,0.35229,0.014246,0.000001,0.043686,2
1431,'2026/06/05 16:11:25:986',3,0.85501,0.139425,0.002681,0.135638,0.267328,0.022418,0.000001,0.051667,2
1432,'2026/06/05 16:11:26:017',3,0.858727,0.127992,0.003352,0.145087,0.308183,0.017644,0.000002,0.026009,2
1433,'2026/06/05 16:11:26:055',3,0.87026,0.128162,0.003013,0.142918,0.269308,0.01871,0.000002,0.045085,2
1434,'2026/06/05 16:11:26:091',3,0.830991,0.135675,0.003481,0.144145,0.261513,0.016079,0.000001,0.072077,2
1435,'2026/06/05 16:11:26:124',3,0.819267,0.168289,0.00464,0.120435,0.261199,0.018401,0.000001,0.071846,2
1436,'2026/06/05 16:11:26:160',3,0.814882,0.184524,0.006369,0.11148,0.275998,0.020614,0.000001,0.057423,2
1437,'2026/06/05 16:11:26:192',3,0.825135,0.134943,0.007041,0.106674,0.235936,0.024699,0.000001,0.110381,2
1438,'2026/06/05 16:11:26:225',3,0.811793,0.134566,0.005057,0.115462,0.338591,0.011719,0.000001,0.055207,2
1439,'2026/06/05 16:11:26:252',3,0.831573,0.179439,0.008301,0.099843,0.254618,0.01927,0.000001,0.071304,2
1440,'2026/06/05 16:11:26:290',3,0.838744,0.165427,0.006048,0.124319,0.299643,0.015894,0.000002,0.033283,2
1441,'2026/06/05 16:11:26:319',3,0.835725,0.187936,0.005306,0.126818,0.295483,0.017291,0.000001,0.020961,2
1442,'2026/06/05 16:11:26:350',3,0.837327,0.165879,0.007405,0.120092,0.315486,0.01644,0.000002,0.024914,2
1443,'2026/06/05 16:11:26:384',3,0.824305,0.157903,0.00643,0.125277,0.270151,0.022369,0.000002,0.062377,2
1444,'2026/06/05 16:11:26:416',3,0.832361,0.136845,0.004265,0.147064,0.29652,0.017867,0.000002,0.043385,2
1445,'2026/06/05 16:11:26:450',3,0.84203,0.157866,0.003295,0.169118,0.302732,0.017452,0.000001,0.005004,2
1446,'2026/06/05 16:11:26:489',3,0.853577,0.138603,0.003653,0.147459,0.312155,0.017811,0.000001,0.017828,2
1447,'2026/06/05 16:11:26:518',3,0.850929,0.141365,0.004445,0.134501,0.310719,0.016587,0.000002,0.027636,2
1448,'2026/06/05 16:11:26:555',3,0.848801,0.18273,0.004367,0.154953,0.314917,0.017592,0.000002,0,2
1449,'2026/06/05 16:11:26:592',3,0.833963,0.161619,0.003226,0.172284,0.326793,0.014739,0.000001,0,2
1450,'2026/06/05 16:11:26:624',3,0.83389,0.13674,0.002944,0.169547,0.314006,0.014738,0.000001,0.018757,2
1451,'2026/06/05 16:11:26:657',3,0.838928,0.146622,0.003336,0.152457,0.312386,0.015704,0.000001,0.020378,2
1452,'2026/06/05 16:11:26:693',3,0.814384,0.146644,0.003734,0.136728,0.34335,0.012786,0.000001,0.028249,2
1453,'2026/06/05 16:11:26:724',3,0.830615,0.170222,0.004261,0.14416,0.321187,0.014689,0.000001,0.009911,2
1454,'2026/06/05 16:11:26:759',3,0.830045,0.145223,0.003849,0.162175,0.329069,0.013842,0.000002,0.010531,2
1455,'2026/06/05 16:11:26:792',3,0.845601,0.162263,0.003918,0.160322,0.314551,0.015485,0.000002,0,2
1456,'2026/06/05 16:11:26:821',3,0.836947,0.149585,0.003539,0.14571,0.359915,0.011991,0.000001,0,2
1457,'2026/06/05 16:11:26:858',3,0.833438,0.154915,0.003297,0.176905,0.358856,0.0114,0.000001,0,2
1458,'2026/06/05 16:11:26:894',3,0.823902,0.123667,0.002999,0.159782,0.383067,0.010563,0.000001,0,2
1459,'2026/06/05 16:11:26:919',3,0.822158,0.137665,0.00343,0.164057,0.375227,0.010945,0.000002,0,2
1460,'2026/06/05 16:11:26:955',3,0.820734,0.129151,0.002119,0.193489,0.353896,0.011354,0.000001,0,2
1461,'2026/06/05 16:11:26:991',3,0.818573,0.132807,0.0024,0.177701,0.373129,0.010589,0.000001,0,2
1462,'2026/06/05 16:11:27:024',3,0.824874,0.151323,0.003164,0.177966,0.372565,0.010508,0.000001,0,2
1463,'2026/06/05 16:11:27:059',3,0.812544,0.145558,0.003387,0.164688,0.357586,0.012241,0.000002,0.002664,2
1464,'2026/06/05 16:11:27:090',3,0.808369,0.142485,0.002663,0.169027,0.379467,0.01048,0.000001,0,2
1465,'2026/06/05 16:11:27:125',3,0.802336,0.143473,0.002842,0.171154,0.367088,0.010782,0.000001,0.001549,2
1466,'2026/06/05 16:11:27:156',3,0.800593,0.135699,0.00296,0.161508,0.385507,0.009909,0.000001,0.002549,2
1467,'2026/06/05 16:11:27:191',3,0.816571,0.144379,0.002825,0.159473,0.382614,0.01016,0.000001,0,2
1468,'2026/06/05 16:11:27:224',3,0.804481,0.143545,0.003262,0.144321,0.377094,0.010937,0.000001,0.010907,2
1469,'2026/06/05 16:11:27:254',3,0.808724,0.150724,0.002416,0.174632,0.383569,0.009942,0.000001,0,2
1470,'2026/06/05 16:11:27:292',3,0.825141,0.156207,0.002154,0.180029,0.361713,0.012154,0.000001,0,2
1471,'2026/06/05 16:11:27:325',3,0.816371,0.149176,0.002639,0.166622,0.391412,0.009723,0.000001,0,2
1472,'2026/06/05 16:11:27:359',3,0.829626,0.152091,0.002553,0.17129,0.372009,0.011419,0.000001,0,2
1473,'2026/06/05 16:11:27:391',3,0.827665,0.147034,0.00291,0.156409,0.364646,0.011814,0.000001,0,2
1474,'2026/06/05 16:11:27:420',3,0.841547,0.160127,0.003116,0.156349,0.367579,0.012444,0.000001,0,2
1475,'2026/06/05 16:11:27:455',3,0.840835,0.148691,0.002509,0.155685,0.383535,0.011539,0.000001,0,2
1476,'2026/06/05 16:11:27:491',3,0.82314,0.156905,0.002457,0.168296,0.35544,0.012598,0.000001,0,2
1477,'2026/06/05 16:11:27:524',3,0.783303,0.15929,0.002273,0.161051,0.350424,0.012685,0.000001,0.02065,2
1478,'2026/06/05 16:11:27:559',3,0.796727,0.156228,0.003068,0.146029,0.373613,0.011261,0.000001,0.008716,2
1479,'2026/06/05 16:11:27:590',3,0.777802,0.154752,0.003255,0.145954,0.370345,0.010882,0.000001,0.024673,2
1480,'2026/06/05 16:11:27:623',3,0.788216,0.157795,0.002176,0.150391,0.362288,0.010486,0.000001,0.019099,2
1481,'2026/06/05 16:11:27:657',3,0.785213,0.15622,0.003239,0.142142,0.356184,0.010388,0.000001,0.031075,2
1482,'2026/06/05 16:11:27:692',3,0.79073,0.158468,0.004774,0.13058,0.348688,0.011574,0.000001,0.036792,2
1483,'2026/06/05 16:11:27:726',3,0.795887,0.156436,0.005909,0.121203,0.3465,0.012772,0.000001,0.040862,2
1484,'2026/06/05 16:11:27:757',3,0.80605,0.16124,0.004625,0.141507,0.353815,0.012609,0.000001,0.013436,2
1485,'2026/06/05 16:11:27:789',3,0.792882,0.154792,0.004881,0.135363,0.318041,0.013863,0.000001,0.053453,2
1486,'2026/06/05 16:11:27:823',3,0.817949,0.159243,0.005237,0.139544,0.293417,0.019974,0.000001,0.04309,2
1487,'2026/06/05 16:11:27:861',3,0.808183,0.152154,0.004716,0.150331,0.30894,0.017515,0.000001,0.038774,2
1488,'2026/06/05 16:11:27:891',3,0.799315,0.163404,0.005219,0.1445,0.296801,0.018272,0.000001,0.048326,2
1489,'2026/06/05 16:11:27:927',3,0.792089,0.165892,0.005653,0.123214,0.297248,0.020005,0.000001,0.063933,2
1490,'2026/06/05 16:11:27:959',3,0.823021,0.17442,0.003368,0.163221,0.311277,0.020256,0.000001,0.002957,2
1491,'2026/06/05 16:11:27:992',3,0.824263,0.160177,0.003031,0.149552,0.326472,0.018801,0.000001,0.011802,2
1492,'2026/06/05 16:11:28:022',3,0.806241,0.164032,0.003918,0.136996,0.302243,0.019261,0.000001,0.044872,2
1493,'2026/06/05 16:11:28:054',3,0.808835,0.165871,0.003289,0.13527,0.291128,0.020684,0.000001,0.049949,2
1494,'2026/06/05 16:11:28:090',3,0.808592,0.155662,0.002414,0.145333,0.276996,0.024176,0.000001,0.057885,2
1495,'2026/06/05 16:11:28:121',3,0.830683,0.15729,0.002763,0.165874,0.284662,0.022227,0.000001,0.024334,2
1496,'2026/06/05 16:11:28:158',3,0.829894,0.137562,0.00251,0.142491,0.270323,0.024544,0.000001,0.061783,2
1497,'2026/06/05 16:11:28:190',3,0.852803,0.182742,0.002601,0.170242,0.285388,0.023927,0.000001,0,2
1498,'2026/06/05 16:11:28:224',3,0.835975,0.168714,0.002491,0.15222,0.258931,0.021308,0.000001,0.040241,2
1499,'2026/06/05 16:11:28:254',3,0.818922,0.159094,0.003486,0.134824,0.259172,0.020792,0.000001,0.069139,2
1500,'2026/06/05 16:11:28:289',3,0.858364,0.158663,0.002349,0.155199,0.230096,0.028942,0.000001,0.044257,2
1501,'2026/06/05 16:11:28:322',3,0.837804,0.160156,0.002823,0.123954,0.205672,0.033498,0.000001,0.090728,2
1502,'2026/06/05 16:11:28:359',3,0.830568,0.145427,0.002891,0.122195,0.262062,0.025368,0.000001,0.074326,2
1503,'2026/06/05 16:11:28:389',3,0.81477,0.15038,0.002925,0.119331,0.194758,0.038359,0.000001,0.119653,2
1504,'2026/06/05 16:11:28:424',3,0.796219,0.154428,0.003676,0.114914,0.245931,0.027699,0.000001,0.104755,2
1505,'2026/06/05 16:11:28:460',3,0.807623,0.157985,0.003668,0.106792,0.254961,0.025031,0.000001,0.095961,2
1506,'2026/06/05 16:11:28:491',3,0.805386,0.14525,0.004163,0.104253,0.201754,0.032988,0.000001,0.137471,2
1507,'2026/06/05 16:11:28:526',3,0.817698,0.131645,0.003566,0.1164,0.207904,0.030905,0.000001,0.127922,2
1508,'2026/06/05 16:11:28:558',3,0.826464,0.147648,0.002771,0.12723,0.2421,0.028171,0.000001,0.083744,2
1509,'2026/06/05 16:11:28:590',3,0.842864,0.133007,0.003231,0.103901,0.207572,0.036307,0.000001,0.115412,2
1510,'2026/06/05 16:11:28:624',3,0.818371,0.144345,0.004699,0.118481,0.211693,0.032385,0.000001,0.113351,2
1511,'2026/06/05 16:11:28:654',3,0.844608,0.152354,0.002842,0.109836,0.183174,0.043097,0.000001,0.109393,2
1512,'2026/06/05 16:11:28:689',3,0.830798,0.133963,0.003763,0.108893,0.201261,0.033879,0.000001,0.124963,2
1513,'2026/06/05 16:11:28:725',3,0.842489,0.129329,0.005303,0.103792,0.169917,0.040793,0.000001,0.138917,2
1514,'2026/06/05 16:11:28:753',3,0.832069,0.145451,0.003779,0.140184,0.188379,0.03327,0.000001,0.104579,2
1515,'2026/06/05 16:11:28:791',3,0.831803,0.137484,0.004028,0.123126,0.185422,0.036994,0.000001,0.120762,2
1516,'2026/06/05 16:11:28:825',3,0.835275,0.119209,0.005238,0.100111,0.200103,0.036839,0.000001,0.135483,2
1517,'2026/06/05 16:11:28:857',3,0.842525,0.113207,0.00475,0.093419,0.216541,0.032221,0.000001,0.131558,2
1518,'2026/06/05 16:11:28:892',3,0.841192,0.120573,0.008929,0.065491,0.200125,0.034464,0.000001,0.152818,2
1519,'2026/06/05 16:11:28:921',3,0.8428,0.141849,0.006626,0.098058,0.172462,0.044192,0.000002,0.129342,2
1520,'2026/06/05 16:11:28:955',3,0.846769,0.140356,0.006407,0.103342,0.185252,0.040627,0.000002,0.118164,2
1521,'2026/06/05 16:11:28:991',3,0.835635,0.121189,0.008645,0.076492,0.202072,0.036094,0.000002,0.146582,2
1522,'2026/06/05 16:11:29:027',3,0.831546,0.115038,0.009056,0.077617,0.22911,0.028974,0.000001,0.139106,2
1523,'2026/06/05 16:11:29:059',3,0.833926,0.118241,0.008409,0.073055,0.215872,0.034053,0.000001,0.144296,2
1524,'2026/06/05 16:11:29:091',3,0.839743,0.115491,0.010531,0.07591,0.211023,0.03286,0.000001,0.142961,2
1525,'2026/06/05 16:11:29:126',3,0.842465,0.120154,0.00767,0.079272,0.218969,0.034296,0.000002,0.131449,2
1526,'2026/06/05 16:11:29:159',3,0.830761,0.122443,0.008087,0.076821,0.216564,0.032207,0.000001,0.142077,2
1527,'2026/06/05 16:11:29:192',3,0.836085,0.11783,0.009777,0.071599,0.218191,0.031973,0.000001,0.14303,2
1528,'2026/06/05 16:11:29:225',3,0.83259,0.126759,0.009754,0.071588,0.218766,0.030409,0.000001,0.140089,2
1529,'2026/06/05 16:11:29:260',3,0.835466,0.127819,0.008709,0.07715,0.209414,0.033832,0.000002,0.138406,2
1530,'2026/06/05 16:11:29:294',3,0.834074,0.111818,0.010394,0.070345,0.213866,0.031226,0.000002,0.152185,2
1531,'2026/06/05 16:11:29:324',3,0.834445,0.124955,0.008276,0.08232,0.209434,0.0369,0.000002,0.135781,2
1532,'2026/06/05 16:11:29:364',3,0.829455,0.120183,0.010268,0.066524,0.21914,0.030191,0.000001,0.149493,2
1533,'2026/06/05 16:11:29:390',3,0.833118,0.117913,0.011705,0.064513,0.223534,0.027318,0.000001,0.147933,2
1534,'2026/06/05 16:11:29:424',3,0.831138,0.126179,0.010551,0.062935,0.209703,0.031406,0.000001,0.152059,2
1535,'2026/06/05 16:11:29:460',3,0.828503,0.146345,0.007331,0.084383,0.189789,0.039283,0.000002,0.136244,2
1536,'2026/06/05 16:11:29:490',3,0.824026,0.130527,0.011105,0.065771,0.226314,0.025655,0.000001,0.144401,2
1537,'2026/06/05 16:11:29:525',3,0.821563,0.128667,0.010848,0.080379,0.202356,0.031074,0.000001,0.150075,2
1538,'2026/06/05 16:11:29:557',3,0.818343,0.148478,0.007914,0.085972,0.19281,0.035684,0.000001,0.140532,2
1539,'2026/06/05 16:11:29:591',3,0.820985,0.143226,0.009002,0.077937,0.202978,0.034681,0.000001,0.140794,2
1540,'2026/06/05 16:11:29:625',3,0.822651,0.143215,0.009865,0.079952,0.203826,0.032916,0.000002,0.138384,2
1541,'2026/06/05 16:11:29:658',3,0.82104,0.134612,0.009257,0.081323,0.196114,0.035435,0.000001,0.148147,2
1542,'2026/06/05 16:11:29:692',3,0.826533,0.156809,0.008932,0.090606,0.199018,0.035435,0.000002,0.121778,2
1543,'2026/06/05 16:11:29:727',3,0.824055,0.13905,0.010843,0.079125,0.205331,0.033022,0.000001,0.13905,2
1544,'2026/06/05 16:11:29:759',3,0.820329,0.125506,0.010939,0.065571,0.220709,0.029179,0.000001,0.151844,2
1545,'2026/06/05 16:11:29:792',3,0.820602,0.134997,0.011424,0.067785,0.203645,0.032296,0.000001,0.152834,2
1546,'2026/06/05 16:11:29:826',3,0.825757,0.157424,0.012214,0.069316,0.214821,0.028806,0.000001,0.127775,2
1547,'2026/06/05 16:11:29:858',3,0.821107,0.155161,0.011035,0.068474,0.213849,0.029049,0.000001,0.134216,2
1548,'2026/06/05 16:11:29:893',3,0.832014,0.150283,0.011012,0.067838,0.19623,0.034495,0.000001,0.138752,2
1549,'2026/06/05 16:11:29:927',3,0.825638,0.151585,0.010313,0.068723,0.209405,0.031378,0.000001,0.135306,2
1550,'2026/06/05 16:11:29:953',3,0.818782,0.121796,0.011567,0.060656,0.208066,0.030722,0.000001,0.165607,2
1551,'2026/06/05 16:11:29:992',3,0.81912,0.139763,0.013787,0.065433,0.200821,0.031611,0.000001,0.152977,2
1552,'2026/06/05 16:11:30:025',3,0.808014,0.130556,0.009956,0.070085,0.207902,0.030168,0.000001,0.162212,2
1553,'2026/06/05 16:11:30:058',3,0.817296,0.135332,0.012092,0.066962,0.215266,0.029961,0.000001,0.148727,2
1554,'2026/06/05 16:11:30:091',3,0.816779,0.136171,0.012438,0.061477,0.214958,0.029503,0.000001,0.152449,2
1555,'2026/06/05 16:11:30:128',3,0.815874,0.137144,0.011871,0.062744,0.197338,0.033128,0.000001,0.161267,2
1556,'2026/06/05 16:11:30:160',3,0.812551,0.138034,0.011714,0.070843,0.218388,0.028369,0.000001,0.146733,2
1557,'2026/06/05 16:11:30:191',3,0.814402,0.136017,0.013956,0.056808,0.208716,0.029434,0.000001,0.160445,2
1558,'2026/06/05 16:11:30:227',3,0.805515,0.131779,0.013467,0.058888,0.208352,0.028901,0.000001,0.168732,2
1559,'2026/06/05 16:11:30:258',3,0.807145,0.138654,0.01211,0.063915,0.207844,0.027832,0.000001,0.161666,2
1560,'2026/06/05 16:11:30:294',3,0.791574,0.138483,0.011496,0.068362,0.201354,0.02976,0.000001,0.172647,2
1561,'2026/06/05 16:11:30:329',3,0.794032,0.122465,0.013191,0.060473,0.18783,0.031551,0.000001,0.193638,2
1562,'2026/06/05 16:11:30:357',3,0.786433,0.124515,0.011941,0.065774,0.20399,0.02829,0.000001,0.186039,2
1563,'2026/06/05 16:11:30:393',3,0.798787,0.124811,0.011845,0.061603,0.2096,0.027259,0.000001,0.177397,2
1564,'2026/06/05 16:11:30:427',3,0.800794,0.131966,0.011275,0.07589,0.218578,0.026378,0.000001,0.156746,2
1565,'2026/06/05 16:11:30:459',3,0.787381,0.133978,0.010604,0.084458,0.242659,0.02069,0.000001,0.146821,2
1566,'2026/06/05 16:11:30:493',3,0.781779,0.129644,0.015582,0.074627,0.236079,0.021708,0.000001,0.160387,2
1567,'2026/06/05 16:11:30:525',3,0.799728,0.137126,0.010881,0.085738,0.241957,0.020579,0.000001,0.135994,2
1568,'2026/06/05 16:11:30:559',3,0.790137,0.124008,0.010749,0.078787,0.233807,0.021942,0.000001,0.16038,2
1569,'2026/06/05 16:11:30:597',3,0.800314,0.138714,0.008645,0.090977,0.249494,0.021271,0.000001,0.127056,2
1570,'2026/06/05 16:11:35:957',4,0.000181,0.517944,0.010017,0.043718,0.130947,0.050489,0,0.497802,3
1571,'2026/06/05 16:11:35:990',4,0.000166,0.530493,0.009845,0.041584,0.134863,0.051027,0,0.488015,3
1572,'2026/06/05 16:11:36:023',4,0.000132,0.515361,0.011288,0.039352,0.149803,0.043973,0,0.493394,3
1573,'2026/06/05 16:11:36:061',4,0.000158,0.525976,0.013186,0.038748,0.160425,0.039314,0,0.481462,3
1574,'2026/06/05 16:11:36:092',4,0.000152,0.529783,0.011789,0.03751,0.15829,0.042243,0,0.480156,3
1575,'2026/06/05 16:11:36:128',4,0.000273,0.53252,0.011345,0.039124,0.152445,0.039841,0,0.482968,3
1576,'2026/06/05 16:11:36:162',4,0.000159,0.5284,0.010876,0.040355,0.136638,0.050383,0,0.488793,3
1577,'2026/06/05 16:11:36:196',4,0.000172,0.531815,0.011251,0.038215,0.152439,0.044031,0,0.481385,3
1578,'2026/06/05 16:11:36:227',4,0.000168,0.535901,0.012454,0.038413,0.154831,0.045281,0,0.475301,3
1579,'2026/06/05 16:11:36:261',4,0.000181,0.524912,0.012093,0.037185,0.139136,0.049744,0,0.491166,3
1580,'2026/06/05 16:11:36:295',4,0.000146,0.52107,0.011918,0.037828,0.137247,0.052426,0,0.49291,3
1581,'2026/06/05 16:11:36:330',4,0.000095,0.524497,0.012402,0.038396,0.14684,0.04603,0,0.487827,3
1582,'2026/06/05 16:11:36:361',4,0.000093,0.529181,0.01196,0.037671,0.148888,0.047052,0,0.483436,3
1583,'2026/06/05 16:11:36:397',4,0.000175,0.528519,0.010614,0.041179,0.153468,0.042425,0,0.482414,3
1584,'2026/06/05 16:11:36:431',4,0.000106,0.532809,0.011197,0.03736,0.143269,0.049034,0,0.484149,3
1585,'2026/06/05 16:11:36:464',4,0.000154,0.532878,0.011544,0.035929,0.154764,0.042871,0,0.48124,3
1586,'2026/06/05 16:11:36:495',4,0.000132,0.535016,0.012109,0.037455,0.154554,0.042734,0,0.478667,3
1587,'2026/06/05 16:11:36:529',4,0.000593,0.509463,0.00964,0.035475,0.15158,0.038186,0,0.503375,3
1588,'2026/06/05 16:11:36:560',4,0.000416,0.517454,0.011275,0.036282,0.14655,0.039995,0,0.498685,3
1589,'2026/06/05 16:11:36:593',4,0.000317,0.520321,0.012964,0.033764,0.154251,0.035699,0,0.495123,3
1590,'2026/06/05 16:11:36:631',4,0.00024,0.522094,0.011244,0.039679,0.161802,0.033142,0,0.487865,3
1591,'2026/06/05 16:11:36:661',4,0.000219,0.528734,0.012099,0.035909,0.173443,0.031734,0,0.478575,3
1592,'2026/06/05 16:11:36:696',4,0.000332,0.525583,0.010197,0.038471,0.15976,0.037117,0,0.485693,3
1593,'2026/06/05 16:11:36:728',4,0.00024,0.538999,0.012032,0.035749,0.148447,0.040555,0,0.482651,3
1594,'2026/06/05 16:11:36:762',4,0.000139,0.542431,0.016158,0.024729,0.159687,0.040601,0,0.477503,3
1595,'2026/06/05 16:11:36:794',4,0.000329,0.533419,0.014527,0.025962,0.147406,0.035486,0,0.495248,3
1596,'2026/06/05 16:11:36:827',4,0.000317,0.535998,0.015404,0.02585,0.142494,0.037702,0,0.494824,3
1597,'2026/06/05 16:11:36:861',4,0.000388,0.54073,0.01358,0.025066,0.144318,0.038091,0,0.491885,3
1598,'2026/06/05 16:11:36:898',4,0.000217,0.551546,0.014241,0.023945,0.136544,0.044331,0,0.486117,3
1599,'2026/06/05 16:11:36:927',4,0.00027,0.560514,0.012164,0.0286,0.131715,0.046615,0,0.480082,3
1600,'2026/06/05 16:11:36:964',4,0.000239,0.562572,0.016711,0.024318,0.152551,0.038115,0,0.470329,3
1601,'2026/06/05 16:11:36:995',4,0.000193,0.55572,0.014608,0.024105,0.154423,0.04033,0,0.473748,3
1602,'2026/06/05 16:11:37:028',4,0.000158,0.541064,0.011571,0.02713,0.150638,0.041035,0,0.485603,3
1603,'2026/06/05 16:11:37:064',4,0.000251,0.551172,0.013462,0.025943,0.12729,0.048046,0,0.489224,3
1604,'2026/06/05 16:11:37:094',4,0.000188,0.560009,0.015322,0.02262,0.144557,0.042917,0,0.476259,3
1605,'2026/06/05 16:11:37:129',4,0.000284,0.554977,0.020933,0.019209,0.134695,0.043582,0,0.484214,3
1606,'2026/06/05 16:11:37:162',4,0.000221,0.550391,0.015532,0.022892,0.133431,0.045884,0,0.487766,3
